"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
66,"69159d9c000000000d00c9a9","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","零食！我的生命之光！！","3.7万","1万","1300","3639","2025/11/13","【本期客户让巧克力脑袋沦陷】
#黑巧百奇[话题]#","[""#黑巧百奇""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/69159d9c000000000d00c9a9?xsec_token=ABWD5zoNY0VoMKvpQHD8YngVZ392aFNurTKtRRYcEJQFU=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/32dc5e3c0aaabaae642fcb717934a696/spectrum/1040g34o31oqp5ajcgs0g49pjunnhaq6pl6i15go!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e9159d9e264250010370039a7c74e90b_259.mp4",""
67,"690d8dac000000000503078d","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","Winter is coming！拉满防御力的冬日好物","2.6万","3042","933","732","2025/11/07","【本期视频客户严选大鹅胸口毛】
#网易严选羽绒服[话题]#","[""#网易严选羽绒服""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/690d8dac000000000503078d?xsec_token=ABNsHmOTij-VZK6xeR_MTlGuZFnYwMOkWx1bP67MV-c9w=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/1fa5d28f8bdfd4c7b1c7033a25cbdeca/spectrum/1040g0k031oitk6mm4q0049pjunnhaq6pmer1meo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e90d8dac195cdf010370039a5cf6ff61_259.mp4",""
68,"6909aed7000000000401015f","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","拍案叫绝！我挑的这些东西家人超爱用！","2.7万","5201","2811","1656","2025/11/04","【本期视频可没有广子】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6909aed7000000000401015f?xsec_token=ABnLlJqxYeti1tZqtSL8UISlOiacKXTN769fOdxcW6-HI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/c604ed2299546132e9beccdce76ffd83/spectrum/1040g34o31of4q612l21049pjunnhaq6pse4i6qo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e909aed7ed5962010370039a4dd74b47_259.mp4",""
69,"690ae9a800000000030364d0","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎李静 ！","6.2万","5537","3707","9779","2025/11/05","知道好笑也不知道这么好笑啊！（后面有位远古剪彩大神返场👏
【本期客户#妮维雅630双能瓶[话题]# 】","[""#妮维雅630双能瓶""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/690ae9a800000000030364d0?xsec_token=ABJRbPFoaUFr6ZCn4Pj5SUJTAfD5iwis6ejvWJFh9lX_Y=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/7c117f99d240290574b2c3451d2d9975/spectrum/1040g0k031og9prpal20049pjunnhaq6p70jsnc8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e90ae99f2a89dd010370039a52af01e6_259.mp4",""
70,"6903245100000000030372ce","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","又忙又赶还要优雅出门的38岁都市丽人","1.2万","3268","535","395","2025/10/30","【本期视频只顾忙忘记广了】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6903245100000000030372ce?xsec_token=AB-ZV1QqPUXdVde99EKo_rPRwSoradibPYBNrCZIvHkI8=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/57d2c57bf2390d1e1eeb71e4b5efda62/spectrum/1040g34o31o8o5g61521049pjunnhaq6ph8b4dhg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e90324517f4eb8010370039a344b8c92_259.mp4",""
71,"6901d9310000000003011ff5","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","价格不基础，效果就更不基础了啦！","7937","1289","334","316","2025/10/29","【本期视频客户让脸皮平平整整】
#YSL夜皇后调皮水乳[话题]#","[""#YSL夜皇后调皮水乳""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6901d9310000000003011ff5?xsec_token=ABnEqCDoiEBMMmw9hK4F5SeSx2LeRWwI50D-DLG70cZB4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/bdfc73c059dc809611eec5aab7d15d75/spectrum/1040g0k031o7f4redl00049pjunnhaq6pei16qdg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e901d3f92a96ab010370039a2f3d3e54_259.mp4",""
72,"6901a8d00000000004028d89","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】《营业员类型百科》","9.3万","3237","3161","6538","2025/10/29","","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/6901a8d00000000004028d89?xsec_token=ABnEqCDoiEBMMmw9hK4F5SeWThCCRMePLjQTiMW4MlxDo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/737b23c46f2c09f201414c09a85b2d9e/spectrum/1040g0k031o79lnnm4u0049pjunnhaq6pv97jqa8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e901a5ba376500010370039a2e7cf796_259.mp4",""
73,"68fb2090000000000303456b","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","家居博主归来！我家里那些天天用的有效支出","3.8万","1万","1562","3122","2025/10/24","【本期视频客户能学习也能娱乐🐳！】
#望远鲸[话题]#","[""#望远鲸""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68fb2090000000000303456b?xsec_token=ABpQtr-uMpBjoBGgs-UwoI8pI0BiUMORIS4SH93vmn6IQ=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/7f06b064543c583446f7bfb090bc47de/spectrum/1040g34o31o0t64m5ks1049pjunnhaq6p9sbhvo0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8fb2090ed5774010370039a14fc5f2a_259.mp4",""
74,"68f87f2b000000000402bb3f","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","我的闺蜜们说：这几样东西真不错啊！！","1.5万","3058","632","574","2025/10/22","【本期视频客户用兰花油养肌肤】
#兰时光油[话题]#","[""#兰时光油""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68f87f2b000000000402bb3f?xsec_token=ABN3Z5j6fsi7fLpPo2bvDxjzSumINL-BCM0HWnk_j2zQg=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/f58c865bc4ff182aee6d5cca49f3e423/spectrum/1040g0k031nub08rmku0g49pjunnhaq6psffod2g!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8f8a69c7fa635010370039a0b500f21_259.mp4",""
75,"68f603c9000000000301ff5c","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎melody！千呼万唤始出来的刘恭显","3.6万","3581","2400","4280","2025/10/20","@Melody刘恭显 女士～！两个字：优雅！（真的很会翻白眼啊这位女士
【本期视频由一位焕白客户赞助播出】
#妮维雅630双能瓶[话题]#","[""#妮维雅630双能瓶""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68f603c9000000000301ff5c?xsec_token=ABQ6rIuaRREXh0PxZ1OgwLY6sL5SbKPCGx7AnJyVrbKDc=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/b2057a716f1d6342733ac7fb65eae860/spectrum/1040g34o31nrsi3ld4s1049pjunnhaq6p2bu9r18!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8f602207f4cdc010370039a010c3986_259.mp4",""
76,"68f2130a000000000301ac21","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","统统打开！坐下就会不自觉打开的好东西","1.1万","1130","330","598","2025/10/17","【本期视频的客户随时随地都能翻转】
#源氏木语新实木主义[话题]#","[""#源氏木语新实木主义""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68f2130a000000000301ac21?xsec_token=ABBGhU-Q98KyXhiFDtY2eJPp8EbnrJxI0qVeASiKmgAeM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/8c7223786586013dc22e116e35c86e48/spectrum/1040g34o31no2bhrel01049pjunnhaq6pnec3mb0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8f2130add7da70103700399f1a2437c_259.mp4",""
77,"68ef3e7f000000000301b6be","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","Ta竟然不是拳头产品？别让这些东西石沉大海","8915","1617","397","197","2025/10/15","【本期产品为什么没推广啊】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68ef3e7f000000000301b6be?xsec_token=ABLRitCxkEo9ctRFlEGk7U2P108eH1nbSdbm7tVwCdpLE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/5564d070b8ec4a74d3bd95e1b6cae4c7/spectrum/1040g0k031nl9oarr500049pjunnhaq6pfhkh0e0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8ef3b50e891970103700399e691aac8_259.mp4",""
78,"68ec97e3000000000503a888","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","姐们儿要脸 更要别的！身体护理也要跟上！","1.3万","2084","358","386","2025/10/13","【本期客户让秋冬沐浴无惧干燥】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68ec97e3000000000503a888?xsec_token=ABtVwTSslj_kbM7Du0h453M5MbdqiDPzZI7gkqmRa4TOY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/b92ad4e14bb3c272fa1b0e9dda2d3147/spectrum/1040g0k031ninnojgkq0g49pjunnhaq6p79ceubo!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8ec95ad7f19570103700399dc36137b_259.mp4",""
79,"68e5db2b000000000703a5fa","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎焦俊艳又来了！","4.8万","3348","513","2420","2025/10/29","@焦俊艳 怎么那么会买怪东西啊朋友！！
【本期视频客户瞬吸纯棉100%】
#倍舒特[话题]#","[""#倍舒特""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68e5db2b000000000703a5fa?xsec_token=ABkWWPb6Cju_xk01oMmYhhU7yGNAqrOkTAGxcJeHgPdoA=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/ee78c48667933f126d314f5be22d4ce1/spectrum/1040g34o31nc50i5jks1049pjunnhaq6pthc9sbg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8e5db1a7fb3ff0103700399c1e924ed_259.mp4",""
80,"68dbf4c7000000000700039f","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】欢迎收看独家专访《拉屎天才》","7.1万","3623","307","5.2万","2025/09/30","（祝大家吃喝好睡好拉好👍","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68dbf4c7000000000700039f?xsec_token=AB4wwB6prk2MKMGyfSe8yZLdaqV_DilVvQq75omRd4SGs=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/f6a28d2178f9cc36bd36468c7b9bbf2e/spectrum/1040g0k031n2fob6r4u0049pjunnhaq6pt54816o!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8dbf4287f63f201037003999b35e8be_259.mp4",""
81,"68da2284000000000e026144","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","有福了家人们！这些东西买了能和家人一起用","4.8万","4670","955","561","2025/10/13","【本期视频有一位蓝胖子客户】
#海龟爸爸蓝胖子特护霜[话题]#","[""#海龟爸爸蓝胖子特护霜""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68da2284000000000e026144?xsec_token=ABjMkk9m_w_K69OzNJKbSF7lMhcBPDN9SLMgHk7g_wfHs=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/ce79a2c7a82895b67f606724084aea50/spectrum/1040g34o31n0m0v6cks1049pjunnhaq6phk0t4mg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8ec92c97fef600103700399dc229ebf_259.mp4",""
82,"68d8d14e000000001300c434","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","这些瓶之所以能空，责任都在他们自身","2万","7396","617","663","2025/09/28","【本期视频客户在另一个平台】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68d8d14e000000001300c434?xsec_token=ABF44OAkyg0sfIvhowdbRnhWPY-WNsnP3R2udsSOaJgIU=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/b716689e562c69f9e31de57f84dcf04a/spectrum/1040g0k031mvdoh4tkq0049pjunnhaq6p9t3oteg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8d8d14ebe92b801037003998ef6dc3b_259.mp4",""
83,"68d66352000000000e03119d","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","贵在刀刃上！是时候犒劳自己啦！","2万","4049","714","904","2025/09/26","【本期视频客户贵有贵的道理！】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68d66352000000000e03119d?xsec_token=AB3nYLCsVBFo51AfUdrFnvP2eMTbp66RcoW3A6PMwcoOs=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/f9eb269f4b8ded81bc529f3c17a7ed65/spectrum/1040g34o31mt0b77q521049pjunnhaq6pdt498pg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8d66353143b4801037003998579c3ef_259.mp4",""
84,"68d3c664000000001301f1ba","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","在家在外都需要安全感！这些东西到哪都要用","1.2万","2786","648","548","2025/09/24","【本期视频有一位很来电的老朋友】
#图拉斯[话题]#","[""#图拉斯""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68d3c664000000001301f1ba?xsec_token=AB_lkrKYPZoUf8EX5GJjkh4kGGZrCxfGQWJDTHJ0QI7uI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/25ca5726526098ce9b46a187e327d2f0/spectrum/1040g34o31mqfdevjl08049pjunnhaq6psduutao!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8d3c4d72b13ac01037003997b44d784_259.mp4",""
85,"68d39b9c000000001300fa6e","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎孙怡！","2.4万","1551","2041","1346","2025/09/27","看看她@孙怡 都买了些什么稀奇古怪的玩意！
【本期视频客户双能焕白】
#妮维雅630双能瓶[话题]#","[""#妮维雅630双能瓶""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68d39b9c000000001300fa6e?xsec_token=AB_lkrKYPZoUf8EX5GJjkh4uBO3p_292UPPp0wyxEXApM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/97109044c3b945b87c93f07738952feb/spectrum/1040g0k031mqa29tjku0049pjunnhaq6pl6l53go!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8d39b81179cb601037003997a9f6ed1_259.mp4",""
86,"68cd037c000000000e021c8e","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","两年一度月饼试吃！","3.2万","2440","1658","4533","2025/09/19","两年了，让我看看月饼界有没有进步！
【本期视频花好月圆庆中秋（无广）】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68cd037c000000000e021c8e?xsec_token=ABFOAlEy7LOACgcEA7SYo6D3UfveyErnVB9mR58ECXTYo=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/34cc913f821b1ce137a0bd07542193f1/spectrum/1040g34o31mjri7nj501049pjunnhaq6poj0n4ho!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8ccfd6e38b55e010370039960e63fc8_259.mp4",""
87,"68d0ce53000000001101d9f5","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","当我说要有效，就有效了！的好东西","1.8万","4482","474","975","2025/09/22","【本期有一位法国“头部”产品赞助播出】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68d0ce53000000001101d9f5?xsec_token=ABXfuJTDwD18CeZZDVe3So_Lep9NHtq7W4GKAn608LlHs=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/a8f0ee790fcc511b4f743274acadf35e/spectrum/1040g34o31mk29sbb4s1049pjunnhaq6p630f358!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8d0ce53b9f97501037003996fadad14_259.mp4",""
88,"68c7dd8f000000001d027bee","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","不多说了！太好用了家人们！","1.6万","4015","763","722","2025/09/24","【本期视频有一位宝宝面霜客户】
#戴可思金盏花面霜[话题]#","[""#戴可思金盏花面霜""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68c7dd8f000000001d027bee?xsec_token=ABWm9vd0gGslbjn-E8bri54vMlQFt6Gf2zl1TfW4IN80Y=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/ea5ddcb117e2fe849ae421e88a4a94e0/spectrum/1040g0k031mequ7me500049pjunnhaq6pssq5od0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8c9040bbe6c3c0103700399513bf699_259.mp4",""
89,"68c7ecea000000001d01f115","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","【搞笑】老板妈来了！！！（片尾有虚假预告","8.9万","2126","2532","7345","2025/09/15","","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68c7ecea000000001d01f115?xsec_token=ABWm9vd0gGslbjn-E8bri54nP0B3JuPoHW4jARg6E1A_A=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/29461cbe16151c233344080195b25ac1/spectrum/1040g0k031metsg9u520049pjunnhaq6po8qa890!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8c7eb2cbd887d01037003994cf754d7_259.mp4",""
90,"68c3e5b5000000001d022ba2","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","今非昔比！不知不觉我们第一时间就会买国货","2.3万","4368","733","1143","2025/09/15","【本期视频客户since1898】
#双妹玉容霜[话题]#","[""#双妹玉容霜""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68c3e5b5000000001d022ba2?xsec_token=ABVQjQE2SkrpwcZou96V1QYqI5ouRs_HMShRKzuCVPneQ=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/4b1cf26ba2856f15a0c0a16ea9c2e3fd/spectrum/1040g0k031maub9um520049pjunnhaq6plt4qac8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8c7a3afbcbe1e01037003994beaae4a_259.mp4",""
91,"68c11e54000000001c005380","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","包包里的“安全感”｜这些东西常驻我包","2.9万","4294","1727","776","2025/09/18","【本期视频客户连护翼都是纯棉的！】
#倍舒特[话题]#","[""#倍舒特""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68c11e54000000001c005380?xsec_token=AB3XSrkWp-3Wn29wavJVEze-9tbluTR3V0VKYUB4vdTlE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/0ec2860fb4c8baeda72b4269c858e985/spectrum/1040g34o31m8828u1ks1049pjunnhaq6pd7dird8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8c1113cbdab27010370039932663e13_259.mp4",""
92,"68c152ca000000001d038048","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎摇滚女王赵梦！","2.4万","1625","2408","2285","2025/09/10","摇滚女王@赵梦Kelsey 竟然变成了“造型师”！还带来了好多酷洛米！
【本期视频无广但又甜又酷】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68c152ca000000001d038048?xsec_token=AB3XSrkWp-3Wn29wavJVEze4h6avpdX7fTfIOiV5Cxi_Q=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/5f159890f5f2485587353fd942df32e6/spectrum/1040g34o31m8fif5ml00g49pjunnhaq6p2mkn8b0!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8c1355607c51101037003993334f6c5_259.mp4",""
93,"68b6bd14000000001d01e9a4","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","就爱待在家！都怪它们让我不想出门","2.7万","6094","1541","1368","2025/09/02","【本期视频客户升降自如】
#源氏木语天猫超级品牌日[话题]#","[""#源氏木语天猫超级品牌日""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68b6bd14000000001d01e9a4?xsec_token=ABPgWYJCJzhZmMD1DSFoH7zF1TA8PjoupCeRCef_CvURk=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/968ea6d74f2a727ea0bca553f7155039/spectrum/1040g0k031lu4asjsl20049pjunnhaq6peuu6acg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8b6ba66bc849d010370039909dc3520_259.mp4",""
94,"68b6cfc0000000001c030d7c","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","天天种草大家的我！也被朋友们种草了！！","2.6万","1万","1362","1700","2025/09/02","【本期视频客户油皮朋友狂喜】
#C咖洗面奶[话题]#","[""#C咖洗面奶""]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68b6cfc0000000001c030d7c?xsec_token=ABPgWYJCJzhZmMD1DSFoH7zIUU6D7kZlLRbs-OYfmuBRI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/2fcd1fadcd550bc6bb0b7a41677d110e/spectrum/1040g0k031lu6focfl20049pjunnhaq6pmdd98d8!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8b6cf0807d4b101037003990a21e51b_259.mp4",""
95,"68ae95fa000000001b020245","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","太细节了！从头到脚底板，全都照顾到！","1.5万","3277","610","985","2025/08/27","【本期视频精致无广】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68ae95fa000000001b020245?xsec_token=AB1zaa-_jWdntTJJ9fZ7h3FQirAa3JzQVVFcAyDCthMgE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/39e4d3a03c589b5dd8847465e9c2b6ed/spectrum/1040g0k031lm601ka4s0049pjunnhaq6puiju1dg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8ae8b45b87f2a0103700398e9ff9c42_259.mp4",""
96,"68ad728b000000001d0271e6","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","老品牌出的新东西！还得是老朋友啊👍","9506","1327","627","541","2025/08/26","【本期视频有一位瞬顺的护发客户】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68ad728b000000001d0271e6?xsec_token=ABYEHU_70zrvD5i41pfi7ekZ7N5BA29QJraE5PNclq8sI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/764d3774ce218c5dc8b4e7e1e133623a/spectrum/1040g34o31ll2b7qc501049pjunnhaq6pcn27m70!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8ad7238b754320103700398e58dfd55_259.mp4",""
97,"68aec7b4000000001d021a75","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","热烈欢迎主持人戴军来玩～","9.6万","1.2万","1419","3万","2025/08/27","笑疯了的一期。﻿@戴军﻿ 军哥真乃“娱乐圈故事会”！
【本期视频无广太可惜】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68aec7b4000000001d021a75?xsec_token=AB1zaa-_jWdntTJJ9fZ7h3FY5sCQu-0pjyROOX0GXBa2U=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/07be0ff62397605a15301a0c6123ff1e/spectrum/1040g34o31lmamg40l01049pjunnhaq6pnj2a6rg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/1/110/259/01e8aec766b752890103700398eac89392_259.mp4",""
98,"68a6cf6e000000001b01ce5d","papi酱","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9","我们全家Q3季度的零食必吃榜🏅️","3.1万","6251","2603","2622","2025/08/21","大人小孩和猫咪！
【本期视频Q4广告位招租中】","[]","https://www.xiaohongshu.com/user/profile/59b62f1550c4b47fbfa368d9/68a6cf6e000000001b01ce5d?xsec_token=AB5HGtc9_y9JOQH68ffU83ycWeMwD4OZ2PVAWOkNHEFrY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202603230134/c6a92eb7e11a56e12e95a25058b18480/spectrum/1040g0k031leis1l9500049pjunnhaq6ptab1i8o!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/79/110/259/01e8a6cf64bcebee0103700398cba04eab_259.mp4",""
