"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
325,"6764e8cc0000000014023f3c","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","回顾毕业典礼上叶玉如校长的期冀与祝福","20","6","","","2024/12/20","11月30日，香港科技大学（广州）隆重举行了首届毕业典礼。香港科技大学（广州）理事会理事长、香港科技大学校长叶玉如教授怀着喜悦的心情向全体毕业生送上期冀与祝福。
	
她寄语毕业生：“你们永远是港科大家庭的一份子！当你们踏入社会时，请秉持科大的价值观——正直、坚毅和‘凡事皆可为’精神。抱持这样的心态，你们将永远有能力化挑战为成就、化创意为现实、化梦想为深远影响。”
	
#港科大广州[话题]# #毕业典礼[话题]#
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业典礼""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6764e8cc0000000014023f3c?xsec_token=ABqmlBl39K4DKD37JO_6MdAkbPMC38nHMrWR84YBIA7Ps=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/3cbfec847628c775bb1451b297436111/1040g00831bk5t0fc166g5p05ejjaajvhqqv44jg!nd_dft_wlteh_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e764e82e2dbb730103700393e22dbe01_259.mp4?sign=58ad3dc91fd349848c39cf7b84ad9969&t=6a013ec4",""
326,"6764dd58000000001300aa1d","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","恭喜🎉5位港科广er赢得广汽集团100万奖金！","179","39","6","132","2024/12/20","12月17日，首届广汽集团-香港科技大学（广州）创新人才发展奖学金颁奖典礼在港科大（广州）举行。
	
[打卡R]自10月7日正式开启报名以来，该奖学金项目吸引了广州校园24个创业项目的积极申报，其中包括15个人工智能项目、4个大数据项目、3个智能交通项目以及2个智能网联新能源汽车项目。经过奖学金管理小组的初步筛选，最终21个项目进入了答辩环节。
[打卡R]最终有5名学生每人赢得20万元奖金支票。
	
**** **** **** **** ****
	
[向右R]了解更多
创新人才发展奖学金项目是广汽集团与港科大（广州）于2023年6月签订的《战略合作框架协议》的关键落地举措，该奖学金项目总额为300万元，自2024年起，每年100万元，连续三年重点奖励在智能网联新能源汽车、自动驾驶、智能交通、人工智能、大数据等领域或交叉领域，展现出卓越创新能力和创业精神的在读全日制硕博士研究生及其创业团队，支持他们进行创业实践。
#港科大广州[话题]# #奖学金[话题]#
	
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#奖学金""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6764dd58000000001300aa1d?xsec_token=ABqmlBl39K4DKD37JO_6MdAi90yK0aR_vT887zWV3X6PM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/78edd59e9b7b2f7223178828058a6fe0/1040g00831bk5t0fc16205p05ejjaajvhb4n2vr0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/86a59095cd479c0eace4dcdb29d24012/1040g00831bk5t0fc162g5p05ejjaajvhudodqlo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/e16415ed1cfd1134729a0271c946d59d/1040g00831bk5t0fc16305p05ejjaajvhag54ns8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/72c198e62c6cb0b0ab08f5126a375cf8/1040g00831bk5t0fc163g5p05ejjaajvhot8o5oo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/f369787e151a6ae464df671852d0af85/1040g00831bk5t0fc16405p05ejjaajvh38he9c0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/6463d697d903a6eca5a180197f23a9c2/1040g00831bk5t0fc164g5p05ejjaajvhjeuhkoo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/76c6a0e688dc45f996b1e9c1fbb7a105/1040g00831bk5t0fc16505p05ejjaajvhp04s1h8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/b888eae76fd66afa827924d458e853d9/1040g00831bk5t0fc165g5p05ejjaajvhqqfgd50!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/30f9fcc6e899d6b3d743c93813a64c30/1040g00831bk5t0fc16605p05ejjaajvhl5u9ph8!nd_dft_wgth_webp_3""]","",""
327,"6764da6b000000000902f121","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","向世界出发！港科广全球交换交流项目启动","20","2","3","15","2024/12/20","12月19日，香港科技大学（广州）举行本科生全球交换交流项目启动会，发布与美国🇺🇸、日本🇯🇵、英国🇬🇧、德国🇩🇪、意大利🇮🇹和比利时🇧🇪等国合作高校达成的首批项目，这意味着港科大（广州）本科生最早将有可能在2025年秋期赴海外名校学习。[赞R][赞R][赞R]
	
港科广er，你期待吗？一起向世界出发吧！[飞机R][飞机R][飞机R]
	
#港科大广州[话题]# #交换生项目[话题]#
	
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#交换生项目""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6764da6b000000000902f121?xsec_token=ABqmlBl39K4DKD37JO_6MdAhFVVaqkTRVaxOEC4oK8EpI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/90be456021a6b95e7aa7eee25a36c257/1040g00831bk5t0fc16005p05ejjaajvhrdh46qo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/1036bc8a641c128ca0c1d7636e2663ce/1040g00831bk5t0fc160g5p05ejjaajvhk2ne91g!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/97fb7e13fb742b80b6171fbf5fee2483/1040g00831bk5t0fc16105p05ejjaajvh52q59vg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/9c8a24127f84a5dd08856cadc7c44212/1040g00831bk5t0fc161g5p05ejjaajvhljt787o!nd_dft_wgth_webp_3""]","",""
328,"67622fa00000000014025f5c","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","这位港科广er，以理工+商科融合打开职场","30","11","","6","2024/12/18","[向右R]从2022年踏入笃学路1号校园，[向右R]到2024年挥别“红鸟”。[火R]香港科技大学(广州)首届毕业生
[打卡R]经历了什么?
[打卡R]收获有几何?
[打卡R]又将开启怎样的人生新篇章?
笃学路1号编辑部推出“港科大(广州)首届毕业生系列访谈”，倾听👂他们的故事。
	
本期访谈，我们采访了红鸟硕士班毕业生，现任职于深圳市重大产业投资集团的陈贤亮，倾听他从校园到职场的蜕变之路。
	
#港科大广州[话题]# #毕业生[话题]# #红鸟硕士班[话题]#
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业生"",""#红鸟硕士班""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/67622fa00000000014025f5c?xsec_token=AB6-f-gKlIo0LWYZ2OHrhJwnrFwCLF7t2kfHEdncotiCw=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/adfba2419f5fb0d8546f3f4511a7359a/1040g00831bhi5ecg16405p05ejjaajvhured8uo!nd_dft_wgth_webp_3""]","https://sns-video-hs.xhscdn.com/stream/110/259/01e7622e3d220f4e0103700393d78ba33a_259.mp4?sign=ee8a6bdb29ecd6e0f29adcd54bfa457c&t=6a013eca",""
329,"67622c7300000000130190ac","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","这位港科广er，完成了一个文科生的跨界之路","75","21","1","13","2024/12/18","[向右R]从2022年踏入笃学路1号校园，[向右R]到2024年挥别“红鸟”。[火R]香港科技大学(广州)首届毕业生
[打卡R]经历了什么?
[打卡R]收获有几何?
[打卡R]又将开启怎样的人生新篇章?
笃学路1号编辑部推出“港科大(广州)首届毕业生系列访谈”，倾听👂他们的故事。
	
本期访谈，我们采访了红鸟硕士班毕业生刘奕余。
	
[打卡R]从国际新闻跨学科到环保——刘奕余本科时读国际新闻，作为纯文科生出身的她，“遇上了”并不局限文理科背景的红鸟硕士班。获得录取后，出于对环保领域的强烈兴趣，接连“恶补”起环保领域的技术、工程、AI和区块链知识。
	
[打卡R]“与不同学科方向的同学合作总能触发新思考”——刘奕余以满足来形容在港科大（广州）红鸟硕士班的两年，在融合学科和项目制的特色教学下，她既可在研究碳市场的不同项目中“尽情遨游”，也在壁球、羽毛球、游泳和健身室中“找到生活的平衡”。
	
[打卡R]赴荷兰埃因霍温理工大学继续深造——无论未来就业还是创业，促进可持续发展已经成为刘奕余人生持之以恒的追求。她认为，港科大（广州）教会她独立研究的能力，将会帮助她走得很远。
	
#港科大广州[话题]# #毕业生[话题]# #红鸟硕士班[话题]#
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业生"",""#红鸟硕士班""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/67622c7300000000130190ac?xsec_token=AB6-f-gKlIo0LWYZ2OHrhJwnfwie_EsNhztu8_iMMFMwA=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/6755247bf4ffbc904a2774f186e354e5/1040g00831bhi5ecg16005p05ejjaajvh6k69fto!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/9a3a0dc2cdc91be7f4fa28130fdd01f6/1040g00831bhi5ecg160g5p05ejjaajvh2ns3bdo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/7c19d8a82be3a57abd50f37b145d05f1/1040g00831bhi5ecg16105p05ejjaajvhdikaof0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/d918291d783eca4a192f40909680c074/1040g00831bhi5ecg161g5p05ejjaajvhnb4q330!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/a59536d45e951d189ee7715a4b25b306/1040g00831bhi5ecg16205p05ejjaajvheja95o8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/996e89027f7a79095e642cd0ebcfa360/1040g00831bhi5ecg162g5p05ejjaajvhsvg71b0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/d35dd7188a0c67584d1f01d1bf8bcd74/1040g00831bhi5ecg16305p05ejjaajvhc18vu8o!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/f2b0bbd6ac7d9715f8a7eaa1892f4417/1040g00831bhi5ecg163g5p05ejjaajvh2l1tal0!nd_dft_wlteh_webp_3""]","",""
330,"67590f1500000000070086cb","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","毕业生代表发言｜港科广不仅仅是一所大学","15","2","1","6","2024/12/11","11月30日，香港科技大学（广州）举行首届毕业典礼。香港科技大学（广州）首届毕业生代表蔡一涵发言：
“在这里，失败并不可怕——它是进步的勋章。”
“Failure isn't something to shy away from - we take it as a badge of progress.”
	
“港科大（广州）不仅仅是一所大学。这是一个思想者和行动者汇聚的地方，一个挑战现状的地方。”
“This is not just a university. It’s a place where thinkers and doers come together to challenge the status quo.”
	
“我们并未选择平坦易行的道路，而是决心向“月球”进发，因为这段旅程充满挑战与未知，值得我们探索。 ”“We’re not taking the easy road - we choose to go to the moon, not because it is easy, but because it is hard.”
	
#港科大广州[话题]# #毕业典礼[话题]#
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业典礼""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/67590f1500000000070086cb?xsec_token=ABAm5H6GDxE6gPFWJ2BVxa0Z3PYEmGx7MzEyPYz2gI1I4=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/9d424a82e33508f783f64bd7c1e60b79/1040g2sg31b8kq2se6m4g5p05ejjaajvh1qrlkbg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/2deeba7ded1096d38a05bdba995805d7/1040g2sg31b8kq2se6m505p05ejjaajvhpaod1n0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/6272336ab6c2fec3b367e99e402f7ac5/1040g2sg31b8kq2se6m5g5p05ejjaajvh7mpsgk0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/8e2faa4c4f40c6883ae6d83189edac69/1040g2sg31b8kq2se6m605p05ejjaajvh9ee4fpo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/7bdad85604fe8c7adc06c70a6ff55aab/1040g2sg31b8kq2se6m6g5p05ejjaajvh0ubtabo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/fd981c1fb86789692d79a358a79f4730/1040g2sg31b8lanh26m705p05ejjaajvhq53sht8!nd_dft_wlteh_webp_3""]","",""
331,"67590cca000000000700c739","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","沈向洋教授寄语｜有时候处于劣势会给你勇气","18","3","","3","2024/12/11","11月30日，香港科技大学（广州）举行首届毕业典礼，再次倾听香港科技大学校董会主席、美国国家工程院外籍院士沈向洋教授的分享：
	
“Step outside your comfort zone, be bold. Try. Fail. Try again and keep pushing. You might just surprise yourself with what you could achieve. ”
“走出舒适区，大胆尝试，失败，再尝试。持续推动自己向前，你会对自己能够取得的成就而感到惊讶。”
	
“Sometimes being the underdog gives you the courage to take wild leaps which you wouldn’t otherwise try. ”
“有时候，处于劣势会给你勇气，去做出那些你本不愿意的尝试。”
	
“You are HKUST(GZ)’s very first graduating class and the first to shape up the University’s founding spirit. In a sense, you are all co-founders of this innovative institution.”
“你们是港科大（广州）的首届毕业生，也是这所大学创校精神的首批弘扬者。从某种意义上说，你们都是港科大（广州）的共同创始人。”
	
#港科大广州[话题]# #毕业典礼[话题]#
	
@香港科技大学 @港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业典礼""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/67590cca000000000700c739?xsec_token=ABAm5H6GDxE6gPFWJ2BVxa0Y2rcIFTZ2DUXW00JjgsOtY=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/9d778965e61648255b1080b1c913d090/1040g2sg31b8kq2se6m1g5p05ejjaajvhkau7gvo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/ba3d098089b4190d33f5981a34b10a7d/1040g2sg31b8kq2se6m205p05ejjaajvh3o90ln0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/3047b5e08ca05906fd68e92a3a6f08b1/1040g2sg31b8kq2se6m2g5p05ejjaajvh9m1rg3o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/8d8e1b254283a13bd50c30cf2aace855/1040g2sg31b8kq2se6m305p05ejjaajvhk74dngo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/d18ec1745f44fa7dff2956aa3e036ce3/1040g2sg31b8kq2se6m3g5p05ejjaajvhu8ak8s0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/3fa64e5594e74f8140ba0c4bb2282456/1040g2sg31b8kq2se6m405p05ejjaajvh1gffjv0!nd_dft_wlteh_webp_3""]","",""
332,"67590ad2000000000603a5cd","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","港科广校长寄语｜没有挑战的人生不值得过","30","8","","1","2024/12/11","11月30日，香港科技大学（广州）举行首届毕业典礼，再来回顾香港科技大学（广州）校长倪明选教授鼓舞人心的嘱托：
	
“在这个时代，能够提出引人深思的问题，往往比只提供正确答案更有价值。”
“These days, the ability to ask thought-provoking questions is far more important than the ability to provide correct answers.”
	
“请坚信：你是一位充满创造力的践行者。没有挑战的人生是不值得过的。”
“Never doubt that you are a creative problem-solver. A life without challenges is not worth living.”
	
“持续学习，坚守自我，保持好奇，这便是你通往成功的钥匙。”
“Keep learning. Be yourself. Be curious. That is your formula for success.”
#港科大广州[话题]# #毕业典礼[话题]# #校长寄语[话题]#
@香港科技大学 @港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业典礼"",""#校长寄语""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/67590ad2000000000603a5cd?xsec_token=ABAm5H6GDxE6gPFWJ2BVxa0dTSypXYN-PZnE3ufHiBEfw=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/b36867250d805475f0bc1e43729649dc/1040g00831b8ke45kni5g5p05ejjaajvhn72e1co!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/869de8f9e65bc0c2cdabdf081940a107/1040g00831b8ke45kni605p05ejjaajvh32adhhg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/344412701ddfda21461ca3dfc7a48f77/1040g00831b8ke45kni6g5p05ejjaajvh7853j9o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/861f1bc58ec80fac043432f2fa096ea7/1040g2sg31b8kq2se6m005p05ejjaajvhqiehnv0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/cc7bf0651a0a6025437a16f178152bd3/1040g2sg31b8kq2se6m0g5p05ejjaajvh1deko6g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/2d1b35c2a8e06a4db2e3743a8224ad99/1040g2sg31b8kq2se6m105p05ejjaajvh9uc56ao!nd_dft_wlteh_webp_3""]","",""
333,"675907c3000000000600c95f","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","HKUST校长寄语｜你们有能力化障碍为成就","23","3","","4","2024/12/11","11月30日，香港科技大学（广州）举行首届毕业典礼，再来回顾香港科技大学（广州）理事会理事长、香港科技大学校长叶玉如教授的温暖致辞：
	
“你们将永远有能力化障碍为成就、化创意为现实、化梦想为深远影响。”
“You will always have the power to turn obstacles into achievement, ideas into reality, and dreams into lasting impact.”
	
“如今，你们是国家急需的领导者、创新者和企业家，肩负着推动社会进步、开创美好未来的重任。 ”
“You are now the leaders, innovators, and entrepreneurs our country urgently needs to drive progress and shape a brighter future.”
	
“当你们踏入社会时，请带着一路走来所塑造的价值观——正直、坚毅和进取精神。”
“As you step into the world, carry with you the values that have shaped your journey here - integrity, perseverance, and a can-do spirit.”
	
#港科大广州[话题]# #毕业典礼[话题]# #校长寄语[话题]#
@香港科技大学 @港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#毕业典礼"",""#校长寄语""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/675907c3000000000600c95f?xsec_token=ABAm5H6GDxE6gPFWJ2BVxa0a78OgvlLO_7YXq4aMlm_GM=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/a4106ab1698c771087286857889055ff/1040g00831b8ke45kni005p05ejjaajvh8m7k1co!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/f054ea9b9aa83f0d264d09ddf623d65e/1040g00831b8ke45kni305p05ejjaajvha5uo7tg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/52a53205d41916b2329cfd3a9b7a61bf/1040g00831b8ke45kni3g5p05ejjaajvhshhmoj0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/17fe4288aadff4b4446cc9eef993e6cb/1040g00831b8ke45kni405p05ejjaajvhpc76pt8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/6ccbf320ca6beb665efa4ecdb39b4a0b/1040g00831b8ke45kni4g5p05ejjaajvh78j9g78!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/5cf201e866e4bb6de7b32c21a88b4c33/1040g00831b8ke45kni505p05ejjaajvh3rpf0ng!nd_dft_wlteh_webp_3""]","",""
334,"6757e383000000000600c000","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","陈铭《有聊》港科广活动顺利结束！但有后续…","36","7","12","33","2024/12/12","爆梗不断，金句频出…
人山人海，座无虚席…
	
12月9日，《非诚勿扰》合伙人、《令人心动的offer》《非正式会谈》主持人、《奇葩说第五季》BBking、
教师、辩手、作者@陈铭 老师作客港科广笃学路1号编辑部大讲堂和笃学讲坛，带给港科广er一场“有聊”盛宴。
	
港科广er，你是否也和小编一样，对此回味无穷，并触发了更多的思考与感想？
	
重点来了‼️ 小编邀请所有港科广er关注本小红书号，并在这条贴文下以评论方式留下你的感想和思考。
	
[向右R]本周内（12月15日前）获得点赞数最多的2条留言，我们将向留言者赠送“有聊”文创2份哦～
	
[举手R]念念不忘必有回响…马上留言吧[害羞R][彩虹R][飞机R][打卡R]
	
#港科大广州[话题]# #讲座[话题]# #有聊[话题]#
	
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽@港科大广州｜社会枢纽","[""#港科大广州"",""#讲座"",""#有聊""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6757e383000000000600c000?xsec_token=ABl-F9AXmAvqmL7i-raw-a3QTZHHztMnamNCOE1aYoQhE=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/cbe082ad0a9ea76d7fd7f5ec330e8b29/1040g00831b7goh6h7q005p05ejjaajvhtvll2r8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/4e0c18fe32c4798d1d3b604f524d27b8/1040g00831b7goh6h7q0g5p05ejjaajvhvo2ptso!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/8b849a81dde40ac83e51ba57d42068ab/1040g00831b7goh6h7q1g5p05ejjaajvht945vn0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/f0f2a51c5e8cfc6b3b4231d438e7610c/1040g00831b7goh6h7q205p05ejjaajvhr69r1qg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/c816d24af8a227aa9c8bfd4f85612236/1040g00831b7goh6h7q2g5p05ejjaajvh24hcui0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/0ee63f69f5204f6ed3c3a22fdd2a8838/1040g00831b7goh6h7q305p05ejjaajvhv1o88mo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/495081629ede7ba849f347ba77ef05a0/1040g00831b7goh6h7q405p05ejjaajvh5eaaiv8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/beb514f0c9c57fbef2d02a0a5bfd6c78/1040g00831b7goh6h7q4g5p05ejjaajvhu37b95g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/f2800d26f1b30372ec39243a748aa638/1040g00831b7goh6h7q505p05ejjaajvh9k8mm8g!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/2456239c3d6161077c4e8a0d54033fce/1040g00831b7goh6h7q5g5p05ejjaajvheeglgn0!nd_dft_wgth_webp_3""]","",""
335,"6752dd420000000007028665","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","前方高能！一大班萌宠齐聚港科广","19","","1","10","2024/12/06","爱撒娇的羊驼🦙情绪稳定的卡皮巴拉，热情的狗狗🐶高冷的猫猫🐱还有爱吃校园草的马儿🐎~
	
12月5日，港科广独宠日来袭～一堆可可爱爱的大动物和小动物陪伴港科广er度过疯狂星期四[举手R]
	
你有被萌到了吗？[害羞R][害羞R][害羞R]
	
图片来源：学生事务处OSA
	
#港科大广州[话题]# #零距离亲近小动物[话题]# #与动物亲密互动[话题]#
	
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#零距离亲近小动物"",""#与动物亲密互动""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6752dd420000000007028665?xsec_token=AB1vtez6olOo6CeW9l2IPFSkRLsearYxwqwtQxURZ_RdI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/65291405929a1b6d19d7b09d9ba54ed3/1040g2sg31b2j0e237i905p05ejjaajvh671si3o!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/780a228ca44e3d115f901b98d4e92909/1040g2sg31b2j0e237i9g5p05ejjaajvhiq6jrd0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/1084d8724b86db8a211ba9be0247cb65/1040g2sg31b2j0e237ia05p05ejjaajvhl238mjo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202605072228/4a5163e4baf9a736df5b6a3bec9de26d/1040g2sg31b2j0e237iag5p05ejjaajvhk4q6ldg!nd_dft_wlteh_webp_3""]","",""
336,"6752d9be000000000702a197","香港科技大学（广州）","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1","BBKing来港科广啦！不见不散哦～","16","2","4","16","2024/12/06","社恐社牛看过来！
《非诚勿扰》合伙人[抱拳R]
《令人心动的offer》《非正式会谈》主持人[拳头R]
《奇葩说第五季》BBking
教师、辩手、作者[举手R]@陈铭 老师即将作客港科广，
解锁“有聊”方式，“传授”人际交往秘籍。
	
[打卡R]12月9日 下午2时，演讲厅B，与您不见不散。[飞机R][拍立得R]
	
#港科大广州[话题]# #讲座[话题]#
@港科广副校长(教学)办公室 @港科大广州丨功能枢纽 @港科大广州丨信息枢纽 @港科大广州系统枢纽 @港科大广州｜社会枢纽","[""#港科大广州"",""#讲座""]","https://www.xiaohongshu.com/user/profile/640574e60000000029014ff1/6752d9be000000000702a197?xsec_token=AB1vtez6olOo6CeW9l2IPFSjBsBufzEAskkWrL7kBpHdI=&xsec_source=pc_user","[""https://sns-webpic-qc.xhscdn.com/202605072228/a16aed0cca0ff3861c2c501aee06dbc0/1040g2sg31b2j0e237ib05p05ejjaajvhop5dhto!nd_dft_wlteh_webp_3""]","",""
