"序号","笔记ID","作者","作者主页","标题","点赞数","收藏数","评论数","分享数","发布时间","笔记描述","主题","笔记链接","图片链接","视频链接","cookie"
573,"69959804000000001a0334b3","想退休的黑色小型猫科动物(24|150)","https://www.xiaohongshu.com/user/profile/65c729100000000013025b99","在某乎发技术博文的游戏程序员八成是TA","439","224","39","25","2026/02/18","或许比例没那么夸张
但我发现了这个有意思的现象——在某蓝色软件发技术博文的游戏程序博主里，技术美术工种占比最高（其次是3c程序
今天来聊聊这个有趣现象的原因，我觉得有几点：
	
1.技美文章内容更易读：某乎的markdown格式非常适合展示对比图、原理图、代码片段的图文并茂内容；而技美工种的特点是“所写即所见”，几行Shader代码让场景的光影、水的材质立刻就有变化，这种即时反馈带来的成就感自然延伸到知识分享中
	
2.知识体系更普适：其他程序向工种的日常产出内容和项目本身强耦合，受限于保密协议，难以分享核心代码；而技术美术由于知识结构偏向通用型（如渲染原理、工作流优化），更容易找到不涉及项目机密的分享角度
	
3.从业者和预备役的职业滤镜：技美在国内是新兴且热门的方向，入行门槛高；以及高可见度的成就让其他工种觉得非常“炫酷”。一个有意思的现象是——咨询过我的游戏牛马预备役里八成想当TA，大伙都觉得引擎图程技美这类属于第一梯队，gameplay已如过江之鲫、做系统的拼ui的较为底层、编辑器与工具链更是查无此人路边一条（没错我骂我自己）......在这层次分明的技术工种金字塔下，技美自带的炫酷属性与从业者们的刻板印象，让技美在知识圈子里最为活跃、最乐于分享（以及其他工种在拥有多个技术栈可分享的前提下，也更乐意分享技美文章——事实证明，我入行前发的技美文章虽然质量不高，赞收仍远高于后期发的工具链相关文章[捂嘴笑R][捂嘴笑R][捂嘴笑R]）
	
4.输出倒逼输入和自我投资：技术美术知识体系庞杂且迭代极快，为了拥抱变化保持竞争力，技美必须不断学习，而写作是最好的学习方式。这种""输出倒逼输入""的模式，是技美进行知识梳理和体系化的刚需，而且能吸引流量和同行贵人的青睐，也是一石二鸟，因此写博客不仅仅是分享，更是高效的自我投资
	
其他：闲来无事思考了下这个有趣的现象，也提醒各位从业者在发博文的时候注意NDA和个人隐私，主播曾发过和工作内容强耦合的文章喜提被同事开盒（圈子太小工种小众是这样的）......但总而言之，我是支持发博文的，给公司拉磨拉麻了，需要倒逼自己IO一些新东西，而且蓝色软件发博文确实能吸引一些大佬互关（P2），说不定能成为未来内推的人脉[棒R][棒R][棒R]
	
#技术博文[话题]# #技术美术[话题]# #游戏从业者[话题]# #游戏行业[话题]# #随便聊聊[话题]#","[""#技术博文"",""#技术美术"",""#游戏从业者"",""#游戏行业"",""#随便聊聊""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69959804000000001a0334b3?xsec_token=ABxEXjnuA1lZqh4ilPW847ihZU1lxrz5dLm7tSBw-Clsk=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/2ff21e836ee65cdd1fd490b1cce12c6e/1040g2sg31snp1kok5k005pe75484smspq6pemi0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/d0b87dffba0553d6f2a00ed71c1e90d8/1040g2sg31sno2e8f5kj05pe75484smsprocd4vo!nd_dft_wlteh_webp_3""]","",""
574,"6997f7ff00000000280230b6","想退休的黑色小型猫科动物(24|150)","https://www.xiaohongshu.com/user/profile/65c729100000000013025b99","弟妹的父母、母亲的老公含金量还在上升","1218","115","112","56","2026/02/20","主包在小学二年级时得知父母要生二胎
是直接通知而非事先征求意见的
当时年纪小不知道对长女来说有个弟弟是何意味
只是觉得父母的爱被分走一半不甘心
于是开始闹 哭着不去上学
父母尝试疏导无效于是搬救兵——小学班主任
那个对曾我实施全班孤立的坏女人（知乎专栏里出现过这个npc）
经过她的一番折腾 主包觉得打消耗战太损心力 表面上算是妥协了
但这件事心生的芥蒂到现在还没消除
后来二胎出生了 幸运地是个女孩
妹很可爱 和主包一样是个很有自己想法的表面乖乖女
而且爱画画爱搞同人这一块也一样
十几年来相处得挺融洽 主包小学的时候开始带娃 牢妹搞二次元是主包带入坑的 还自愿辅导妹的学习
总之年纪轻轻就承担了部分父母的角色
现在回过头来看妹的出现是好事
一方面主包很喜欢可爱小女孩 另一方面她的确分担了父母的一半“火力”让主包的初高中时代过得非常自由
可万一是个弟呢 会是一样的结局吗
主包懂事后问过爸妈
爸妈说“我们不会重男轻女，当时有经济能力有生育意愿才要的，男孩女孩结果都一样，我们同样爱你和妹妹”
不过没有发生的事情谁也证明不了 既然不算坏结局就先这么接受了吧
现在主包离开了家庭去大城市谋生
爸妈的“火力”全部集中到妹身上 而春假又在期末考之后 回家那可叫一个惨状了
空气中弥漫着紧张
妈和主包聊天三句话不离牢妹的成绩 唉声叹气“照这样下去211都考不上了”
想安排出游 一看牢妹的作业进度 妈眉头紧锁
爸觉得能增加家庭羁绊的活动why not呢 于是夫妻开始口角
长期不参与教育的爸很松弛 确实理解不了妈的焦虑 妈只能找主包聊
妹这边也没好到哪里去
比如某天下班打开朋友圈 一向大条的牢妹发了emo小作文 开朗的小女孩突然要死要活的
主包也没心情和心选哥约会了 先疏导牢妹要紧
牢妹在地球online的应试副本里没有主包上道 加上理科确实拉了
主包不止一次和双方说“正常发挥考个211就够了，真考不上强双非也无妨，选数媒，毕业后来做游戏，我安排你当真嫡系”
22岁入行30岁之前小组长应该能混上吧
（现在正在努力着）
即使如此也不能缓解妈的焦虑
爸妈都是搞建筑的 就业这块确实帮不上
这就算了 第二个号都玩成这样——
长女双相情感障碍还蒙在鼓里
开朗的次女也有了玉玉的倾向
要命的是他们自己的号不玩了吗
才年过半百 自己的人生课题不探索了吗
大概已经忘了自己想成为什么样的人了吧
	
不知道其他老钟家庭的长女是不是这样
反正主包已经坚定丁克了
	
#发出尖锐的爆鸣声[话题]# #东亚家庭长女[话题]#","[""#发出尖锐的爆鸣声"",""#东亚家庭长女""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6997f7ff00000000280230b6?xsec_token=ABLm7M_s6MTlYcuKxdg7MydYuvMQUNTU7x7x0HjyfeQ8A=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/4fcb3c2cdd1e4b04bdcd524346740c5b/1040g00831sq164p5686g5pe75484smspnigcqs8!nd_dft_wlteh_webp_3""]","",""
575,"699880df000000001d024256","风起云涌","https://www.xiaohongshu.com/user/profile/656dcaae000000002002df74","3D/4D重建下：VGGT、3DGS、传统Sfm之间关系","288","467","28","79","2026/02/21","大家新年好呀！祝大家学习顺利、身体健康、马年大吉[飞吻R]
因为之前对于3D/4D重建与计算机图形学没有基础[失望R]对于我这种初学小白，一直都有一个困惑，就是3D/4D重建宏大任务背景下：VGGT这类前馈网络技术、3DGS、传统Sfm这类3D重建手段之间关系到底是什么，所以一直想把这个关系理清。[害羞R]
也看到了xhs另一个求助帖《VGGT和3DGS有什么关系？二者有哪些可以结合的地方/方向？》让及其底下的评论，人很受启发。所以借助了一些自己的理解和Gemini帮助，大致梳理了一下。[害羞R]
在传统Sfm重建上，如果一句话概括这三者的关系：SfM 负责“搭骨架”，BA 负责“拧紧螺丝”，MVS 负责“长血肉”。[飞吻R]3DGS诞生代替了传统3D重建的最后一步渲染方式即MVS，故3DGS跳过了MVS和显式表面重建，直接从稀疏点云通过可微渲染“长出血肉”，但整体还是SFM->BA路线。[飞吻R]VGGT与3DGS之间关系更多还是交织的，不是（图片 -> [VGGT 提取位姿/点云] -> [3DGS 读入位姿/点云开始独立优化] -> 结果）这种串联关系。[飞吻R]VGGT等前馈模型是对于传统Sfm计算位姿和稀疏点云的突破，但渲染本质还是3DGS，它即可以加速几何位姿的获取，又可以作为3DGS的正则项，还可以通过3D track解决4D问题。[萌萌哒R]
小白整理，多有不足，希望大家批评指正，一起学习交流，谢谢🙏[飞吻R]
PS：快到27fall招生了，虽然很喜欢现在学习的东西，还是准备先陶瓷一些港校做光通信的老师，不知道未来有没有书读。[可怜R]这段时间也考虑过考编国企，但感觉学历不够[失望R]，可能只能去收费大厅当收银员或者跑外卖、教培机构...现在也是体会到了“秦琼卖马”的无奈了[哭惹R]，但一直很善良的老师还是建议我继续深造下去[飞吻R]希望一切顺利吧[黄金薯R]
#3D重建[话题]#
#27fall[话题]#
#vggt[话题]#
#sfm[话题]#
#3DGS[话题]#","[""#3D重建"",""#27fall"",""#vggt"",""#sfm"",""#3DGS""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/699880df000000001d024256?xsec_token=ABEL-Bsg0kgZ4wZGAFLO4M2dgXnpReR5IwILocD2oIn_c=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/4ab2137c0c87614e73fbf330c3e02d21/spectrum/1040g0k031srsi8495e005pbdpan85nrkf8r6910!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/442e143282724a2a2d1802c6195eba87/spectrum/1040g0k031srsi8495e0g5pbdpan85nrkmve35tg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/df75d5b0c437bc7788e74297af438dea/spectrum/1040g0k031srsi8495e105pbdpan85nrkp4maja0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/3131f724e56526ab528205e9c5ee11df/spectrum/1040g0k031srsi8495e1g5pbdpan85nrkun3jq2o!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/0a2c2da3067d666aa73b9b900e439212/spectrum/1040g0k031srsi8495e205pbdpan85nrkbggpspg!nd_dft_wlteh_webp_3""]","",""
576,"6998768c000000001a01f98e","螳螂直升机","https://www.xiaohongshu.com/user/profile/6970762000000000320275e9","一直在想赛车手领航员的事","8487","509","65","176","2026/02/24","很明显有参考f1卡洛斯一张很出名的神图（）
#善狯[话题]##闪桃[话题]##我妻善逸[话题]##狯岳[话题]#","[""#善狯"",""#闪桃"",""#我妻善逸"",""#狯岳""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/6998768c000000001a01f98e?xsec_token=ABEL-Bsg0kgZ4wZGAFLO4M2QxGsZUETDHgOEDY8rA60C0=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/3e17b655689d4f0d978d8b7d71046639/1040g2sg31svff7tclkd05qbgeogcktf9o4u1j4g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/bb6d4452027bd343d03917ac67d174e6/notes_pre_post/1040g3k031sqiks5462605qbgeogcktf9us0tsv8!nd_dft_wgth_webp_3""]","",""
577,"699886c0000000001a0364a6","Arcgi4","https://www.xiaohongshu.com/user/profile/64058340000000002901424a","💍","1700","204","47","106","2026/02/21","#超时空辉夜姬[话题]#","[""#超时空辉夜姬""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/699886c0000000001a0364a6?xsec_token=ABEL-Bsg0kgZ4wZGAFLO4M2fYoFNCWfATmqbPKCYtBOJc=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/cbd9eb8506e038d14b2b661c2b31b07c/spectrum/1040g0k031sqklulble005p05gd0aagiaecscbc8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/c976be441148e4797a4a50a94405ba79/spectrum/1040g0k031sqklulble0g5p05gd0aagiavh0d5r0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/78f2ccc186cb73e54aeaac1b1cdb053f/spectrum/1040g0k031sqklulble105p05gd0aagia1udsrv0!nd_dft_wlteh_webp_3""]","",""
578,"698a2a45000000001a01c52a","凌晨三点醒来找身份证","https://www.xiaohongshu.com/user/profile/60739f7d00000000010085a3","在雅典卫城遇到真男神🫢","2868","411","146","334","2026/02/10","从雅典卫城下来，正赶上酒神狂欢仪式，有个红袍哥真像是从希腊神话里走出来的😌 但这个仪式越看越有一种《柳条人》的即视感，谁懂（
	
在卫城门外还被一个斯巴达士兵拉去拍照，此兵社牛大发作，直接拉路人给我们拍照，拍了两张以后还要换姿势再拍一次“now attack now attack”，让我也一块摆pose😅
	
傍晚时刻爬到狼山，拍到了夜幕降临下的卫城，见证了诸神的黄昏🌇
	
#古希腊的神[话题]# #众神的黄昏[话题]#","[""#古希腊的神"",""#众神的黄昏""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/698a2a45000000001a01c52a?xsec_token=ABavYoOWtxOmMemEx7r42idxYLo0KPl-Z7EwwmVkzG3GU=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/639924dcf56aaebf6a5a6bf3ef94ffd2/1040g2sg31scjko7cls805o3jjtug91d3r8dga60!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/853e2748dae04c71ecf0f1b613f2a887/1040g2sg31scjko7cls7g5o3jjtug91d3ppqq0tg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/cad78b718aee5620a25b9806f3416638/1040g2sg31scjko7cls705o3jjtug91d3joaq8u0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/2acb831a3f5a0e18baf55fe250aab183/1040g2sg31scjko7cls8g5o3jjtug91d33jihl30!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/b95ddd3d3c40c41b18c99e5f115ad09d/1040g2sg31scjko7cls905o3jjtug91d3cu408bo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/33cacd26a918dd75b6c2f6272155c8b0/1040g2sg31scjko7clsa05o3jjtug91d3btkipu8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/61638758226d7b970425c3c5b296280d/1040g2sg31scjko7clsc05o3jjtug91d3gheda48!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/a672312b530d4d440265f2925a9c0363/1040g2sg31scjko7clscg5o3jjtug91d3pq5fbl8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/d07e787cc7a39da79d1b445d2b248acc/1040g2sg31scjko7clsbg5o3jjtug91d3hgh3rg0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/23d4b65072abdc3cc2aba0f9c0ba9432/1040g2sg31scjko7cls9g5o3jjtug91d3gfl8iqo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/d47ba6c28d7a6170586ee0054140766b/1040g2sg31scjko7clsb05o3jjtug91d31q1ja40!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/4b857a829b9ac655ac5f8c7b9c8e0d64/1040g2sg31scjko7clsag5o3jjtug91d3rgh94p0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/c2481c6b79d70ad3e26287438f999ae9/1040g2sg31scjko7clsdg5o3jjtug91d3cm4oepg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/2be69b319445fbe2b4636f471a73413e/1040g2sg31scjko7clsd05o3jjtug91d39e56n8g!nd_dft_wlteh_webp_3""]","",""
579,"698706ac000000000c03449c","Yihang","https://www.xiaohongshu.com/user/profile/63ea062a00000000260066f2","大湾区第一场 OpenClaw 小龙虾🦞交流局","531","417","122","159","2026/03/09","深圳速度，24小时落地。 大湾区 OpenClaw 的首场线下闭门会刚刚结束。
作为大湾区 AI Agent 圈子的先锋聚会，我们放弃了泛泛而谈，直接对齐了 Agent 的底层部署架构与业务流转逻辑。
📝 核心议题复盘：
1. 基础设施即护城河 (Infrastructure as Moat)： 配置不仅仅是技术门槛，更是 Agent 稳定运行的基石。今天我们打通了从本地环境到生产部署的“最后一公里”。在这一阶段，谁能更快构建稳定的运行环境，谁就拥有了定义 Agent 行为的先发优势。
2. 价值闭环验证 (Value Loop Verification)： 脱离场景谈 AI 都是耍流氓。 通过拆解真实的 Use Case，我们验证了 OpenClaw 在 高价值工作流 中的巨大潜力。共识已经形成：Agent 正在重构信息获取与处理的范式。
📈 智能金融哨兵 (Intelligent Market Sentinel)： 不只是简单的“盯盘”，而是利用 Agent 实现 港美股实时异动捕捉 + 多模态舆情分析。将非结构化的公告、新闻实时转化为结构化的投资信号，消除信息不对称。
💸 薪酬与合规自动化 (Payroll & Compliance Orchestration)： 演示了如何用 Agent 打通异构系统（SaaS + 本地 Excel），实现薪酬计算与发放流程的全自动闭环。将繁琐的人力工作转化为零误差的代码执行流。
🔍 商业情报雷达 (Competitive Intelligence Radar)： Agent 化身为 24/7 在线的行业分析师，自动追踪竞品动态与前沿技术趋势，自动生成每日决策简报。
3. 未来战略展望 (Strategic Outlook)： 我们正处于范式转移的前夜。 基础建设已完成，未来的竞争将在于 Agent 的“决策力”与“协作网络”。
OpenClaw 只是一个开始，下一场活动依然在深圳，我们将邀请更多科技圈、投资界、行业头部的朋友加入。
#OpenClaw[话题]# #大湾区[话题]# #深圳前海[话题]# #AIAgent[话题]# #人工智能[话题]# #闭门会[话题]# #技术趋势[话题]# #行业复盘[话题]# #独立开发者[话题]# #量化交易[话题]# #企业自动化[话题]#","[""#OpenClaw"",""#大湾区"",""#深圳前海"",""#AIAgent"",""#人工智能"",""#闭门会"",""#技术趋势"",""#行业复盘"",""#独立开发者"",""#量化交易"",""#企业自动化""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/698706ac000000000c03449c?xsec_token=ABbtZPMYtAWAP-pUwmD_RHrmr7Er9eihZdRE7vWM87hUI=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/1cfc6862883739a2c9fe8526007598e6/note_pre_post_uhdr/1040g3r031s9hi7fplc0g5ova0ol9gpni4sp2glg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/df8802a6b871046d2fa29fe402f483b1/note_pre_post_uhdr/1040g3r031s9hi7fplc105ova0ol9gpnij8vpbco!nd_dft_wgth_webp_3""]","",""
580,"698d43fa00000000150387fd","花緑青","https://www.xiaohongshu.com/user/profile/685edaca000000001b0218b9","9本大二/ 成功部署第一个后端项目！","509","272","39","23","2026/02/12","是仿b站ui的一个视频网站！
核心功能：文件分片上传，断点续传，秒传，弹幕发送，一键三连，同端登录限制，数据一致性，全局分词搜索
核心技术栈：SpringBoot、WebSocket、Netty、RocketMQ、MySQL、Redis、Docker、Elasticsearch、Canal、MinIO、布隆过滤器
——————————分割线—————————
服务器IP地址（网址）：突然发现不安全就不放了
——————————分割线—————————
这两天也是修修修bug修到厌倦，昨天和朋友出去玩来着，喝了点回来晕乎乎的，洗了个澡一直肝到现在，把能看见的bug都修了，弹幕可以正常存储，头像正常显示，可以正常注册，谢谢和我一起测试的小宝^_^，总的来说很多功能还没实现，前端的锅！
刚进去第一次的话要缓存会有点卡，正常正常，服务器带宽有限
年前几天还会进行进一步的优化，大家可以玩玩这个网站，传传视频发发弹幕评论什么的应该都没问题
#软件工程[话题]##天津大学[话题]##后端学习[话题]##Java[话题]# #本科就业[话题]#
#学习搭子[话题]# #计算机专业[话题]##985[话题]# #J人的生活[话题]# #学习日记[话题]#","[""#软件工程"",""#天津大学"",""#后端学习"",""#Java"",""#本科就业"",""#学习搭子"",""#计算机专业"",""#985"",""#J人的生活"",""#学习日记""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/698d43fa00000000150387fd?xsec_token=ABv2ZKOPPJSxPeiBR5tlcuRnR6d5cAqIJyjpgMd-F1R5s=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/875b9005052dd4671bc63459f415db2e/1040g00831sfkm5f65s005q2urb56s65pbpuf0dg!nd_dft_wgth_webp_3""]","",""
581,"69970950000000000e00ef1d","桂花乌龙芋圆奶茶","https://www.xiaohongshu.com/user/profile/57a74adc50c4b42463246de0","不考试不排名  越读越上瘾","1万","6194","556","1949","2026/03/06","说实话，我一开始也不知道挪威还有 folkehøgskole 这种学校，来了之后才发现，原来读书也可以这么轻松。
这里没有考试、没有排名，也没人天天盯着你成绩。作为一个i人，一开始觉得总是要做presentation很痛苦，但是每次演讲完，老师和同学给予的满满的情绪价值让我越来越勇敢，也越来越敢于表达自己。在这里，每天的课程更像兴趣体验：有时候是滑雪，有时候是素描，有时候是采摘，有时候是桑拿，有时候是攀岩，有时候是舞台剧表演。最神奇的是，你不会觉得是在“混日子”，反而会慢慢发现自己原来喜欢什么、适合什么，原来很多事情不是不喜欢，是从来没尝试过。以前我觉得我讨厌徒步讨厌运动，结果现在爱上了攀岩爱上了划船爱上了森林徒步。
我最喜欢的一点是氛围。大家都挺真诚的，没有那种谁比谁厉害的感觉。老师也不像传统老师，更像带你玩、带你尝试新东西的人。刚来的时候我还挺不习惯，因为确实会孤单，现在是越来越喜欢了，认识了很多挪威的朋友，平时一起出去玩一起谈天说地生活很丰富。
发这篇po文之前我也搜了一下，发现黑这种学校的人很多，不排除有些信息是正确的，但是更多是虚假信息，只是跟风黑。很多人都会说，这种学校不就是玩一年？但我真实感受是，这一年比我之前很多年都更像是在认真生活。
如果你现在正好在纠结要不要gap一年，或者不知道下一步该干嘛，其实可以了解一下这种学校。它不一定适合所有人，但适合的人来了基本都会觉得挺值的。
想知道具体申请、费用或者真实日常的话可以留言，我都可以跟你说真实情况，不吹不黑。#好读书读好书[话题]# #好好生活[话题]# #挪威生活[话题]# #留子[话题]# #留子日常[话题]#
	
评论区free答疑，请礼貌翻阅。接私人咨询和代申请，价格不高，拒绝白嫖🙅🏻‍♀️","[""#好读书读好书"",""#好好生活"",""#挪威生活"",""#留子"",""#留子日常""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69970950000000000e00ef1d?xsec_token=ABLm7M_s6MTlYcuKxdg7MydVv5wnSX0Cav1fWeJXeDdrs=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/0bd346001d93d4a3ddd89a9fcf1e0323/notes_pre_post/1040g3k031sp5msl6lk0048ke005dorf0qeo5ajg!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/cb296631dc31fd41d534bb1a8188f2de/note_pre_post_uhdr/1040g3r031sp608n9ls0048ke005dorf0tq2utgo!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/8db8d7904f32aa94bb627457ebe9bca5/note_pre_post_uhdr/1040g3r031sp608n9ls1048ke005dorf0o8sdkno!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/94083a8259ea3916e698c2a6ba7ea345/note_pre_post_uhdr/1040g3r031sp608n9ls1g48ke005dorf0kmqr0fg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/986459aff7ab046db16e3286aaa22b38/note_pre_post_uhdr/1040g3r031sp608n9ls2048ke005dorf04v10jg0!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/2ef5ec6c3ced080187b0e9f43f61e776/note_pre_post_uhdr/1040g3r031sp608n9ls2g48ke005dorf0ru3uet8!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/0ae93b46ff31b29d3e42a5dceab89300/note_pre_post_uhdr/1040g3r031sp608n9ls3g48ke005dorf0222bbvg!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/2bedf42c3e453e02533577c539d75bf8/note_pre_post_uhdr/1040g3r031sp608n9ls3048ke005dorf08d3et40!nd_dft_wgth_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/82214f1061e8e80dcbcacf8a26f94d1b/note_pre_post_uhdr/1040g3r031sp608n9ls0g48ke005dorf0n5tveto!nd_dft_wgth_webp_3""]","",""
582,"69972f3c000000000e00f3e1","哈泰利","https://www.xiaohongshu.com/user/profile/5ef844220000000001002a57","一定要用 claude 去管理 obsidian","1745","2438","75","370","2026/02/19","目前最佳组合就是 Obsidian+Claudian插件 [微笑R]
	
自从几年前第一次接触 obsidian，我就没试过其他电子笔记工具了。随着AI普及， obsidian 不仅没有被淘汰，反而依据其强大的开源生态紧追前沿——官方下场写 skill，前几天还推出了 obsidian cli，都证明了这是一款为 AI 时代而生的笔记工具。
	
Claudian 插件本质上是把 Claude AI直接嵌入到你的 Obsidian 库中，让AI以你的笔记库为工作目录进行协作。
	
实际上，文档嵌入 AI 我们并不陌生，无论是 WPS 还是 notion 现在都有 AI 接入润色语句修改内容的功能，但 obsidian+Claudian 的强大之处在于其集合了 obsidian 以及 claude 的所有优势：不仅仅是操作一个文件，而是一个j基于claude  code的本地知识库AI 管理系统。
	
也就是说我们在obsidian中实现了claude之前推出的cowork（一款AI办公工具）
	
最简单的就是对话式交互：在侧边栏打开聊天面板，针对笔记内容提问、润色、总结、分析、创作（图 2），我们想象到的一些简单的批量重命名、分类、加标签、知识库维护以及定时任务都可以——所有之前手动完成的任务，都可以尝试用AI去做或者审核。
	
基于Obsidian 本身的文件管理系统， AI 能访问整个库（vault），所以可以做跨文件的知识关联（比如最近我学了哪些东西、我关于agent的笔记有哪些）、主题归纳以及基于已有笔记生成新内容。
	
最关键的是它支持MCP 和skill（标准化prompt），这意味着我们可以自定义、模版化我们的工作流（图3/4），比如参考某类文风写文章，还可以接入生图 api 给文章配图，非常优雅。
	
我想接入支持向量索引的 MCP，实现更高级别的向量搜索，让 AI 分析笔记中的图片、截图，进行视觉问答实现多模态理解等等都不是问题。
	
而这一切，都可以只打开 obsidian 完成。至此，obsidian 的优势不再是什么支持双链的电子笔记，而是一个属于 AI 时代的全栈工作台。#大模型[话题]# #obsidian[话题]# #claude[话题]# #agent[话题]# #cowork[话题]# #本地知识库[话题]# #AI工具[话题]# #个人开发者[话题]#","[""#大模型"",""#obsidian"",""#claude"",""#agent"",""#cowork"",""#本地知识库"",""#AI工具"",""#个人开发者""]","https://www.xiaohongshu.com/user/profile/63b6bf2300000000270280cb/69972f3c000000000e00f3e1?xsec_token=ABLm7M_s6MTlYcuKxdg7MydfI1TiveJhEaqMXZnUXQ03o=&xsec_source=pc_collect","[""https://sns-webpic-qc.xhscdn.com/202603230226/e31ab44413742c5473b0a992495435c8/note_pre_post_uhdr/1040g3r831sp8tegd5k305nno8gh08aink4ts0a0!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/89e31d55d88489651d89a1553be48bf6/notes_pre_post/1040g3k031spabnlim8005nno8gh08ainhnc2sm8!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/f319708d200a6fd0a88544f0363fb6e0/notes_pre_post/1040g3k831spadd7168005nno8gh08aindhce53g!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/f0a1db216b23dbe5e2051dd4eb252b03/notes_pre_post/1040g3k031spaddgv5k005nno8gh08ainphsmlpo!nd_dft_wlteh_webp_3"",""https://sns-webpic-qc.xhscdn.com/202603230226/dc0a3f496c0b4c7e5989a6e443338eeb/notes_pre_post/1040g3k031spaddbqm8005nno8gh08ainfq7pang!nd_dft_wlteh_webp_3""]","",""
